,SCOPUS ID,PUBMED ID,title,journal,volume,articlenum,date,type,forward citations,abstract,keywords,authors,backward citations,id,CONTROVERSIAL,GOOD_FOR_TEACHING,CONFIRMATION,TECHNICAL_ADVANCE,NOVEL_DRUG_TARGET,NEW_FINDING,HYPOTHESIS,REFUTATION,NEGATIVE,year
6248,SCOPUS_ID:0027787664,8269510,PKCγ mutant mice exhibit mild deficits in spatial and contextual learning,Cell,75.0,1263-1271,1993-12-31,Article,412,"We are undertaking a genetic approach to investigate the role that synaptic modulation in the mammalian central nervous system plays in learning and memory and to identify relevant molecular components. We have generated mice deficient in the γ isoform of protein kinase C (PKCγ), an enzyme that has previously been implicated in both long-term potentiation (LTP) and learning and memory. These mice have a modified LTP of synaptic transmission in the hippocampus. We demonstrate that PKCγ-mutant mice can learn to carry out hippocampus-dependent tasks, although mild deficits are evident. Thus, hippocampal CA1 LTP induced by the conventional tetanic stimulation is not essential for the mice to exhibit spatial and contextual learning. Furthermore, the modification of hippocampal synaptic plasticity correlates with the learning deficits we observe. © 1993.",,Abeliovich A.; Paylor R.; Chen C.; Kim J.J.; Wehner J.M.; Tonegawa S.,42.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1993
9605,SCOPUS_ID:10944269186,15607982,The importance of dendritic mitochondria in the morphogenesis and plasticity of spines and synapses,Cell,119.0,873-887,2004-12-17,Article,1115,"The proper intracellular distribution of mitochondria is assumed to be critical for normal physiology of neuronal cells, but direct evidence for this idea is lacking. Extension or movement of mitochondria into dendritic protrusions correlates with the development and morphological plasticity of spines. Molecular manipulations of dynamin-like GTPases Drp1 and OPA1 that reduce dendritic mitochondria content lead to loss of synapses and dendritic spines, whereas increasing dendritic mitochondrial content or mitochondrial activity enhances the number and plasticity of spines and synapses. Thus, the dendritic distribution of mitochondria is essential and limiting for the support of synapses. Reciprocally, synaptic activity modulates the motility and fusion/fission balance of mitochondria and controls mitochondrial distribution in dendrites.",,Li Z.; Okamoto K.-I.; Hayashi Y.; Sheng M.,38.0,1023294.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2004
8199,SCOPUS_ID:0032503968,9674429,"Hsp104, Hsp70, and Hsp40: A novel chaperone system that rescues previously aggregated proteins",Cell,94.0,73-82,1998-07-10,Article,1087,"Hsp104 is a stress tolerance factor that promotes the reactivation of heat-damaged proteins in yeast by an unknown mechanism. Herein, we demonstrate that Hsp104 functions in this process directly. Unlike other chaperones, Hsp104 does not prevent the aggregation of denatured proteins. However, in concert with Hsp40 and Hsp70, Hsp104 can reactivate proteins that have been denatured and allowed to aggregate, substrates refractory to the action of other chaperones. Hsp104 cooperates with the chaperones present in reticulocyte lysates but not with DnaK of E. coli. We conclude that Hsp104 has a protein remodeling activity that acts on trapped, aggregated proteins and requires specific interactions with conventional chaperones to promote refolding of the intermediates it produces.",,Glover J.R.; Lindquist S.,49.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998
4172,SCOPUS_ID:0023666163,3829125,Members of a nicotinic acetylcholine receptor gene family are expressed in different regions of the mammalian central nervous system,Cell,48.0,965-973,1987-03-27,Article,285,"Nicotinic acetylcholine receptors found in the peripheral and central nervous system differ from those found at the neuromuscular junction. Recently we isolated a cDNA clone encoding the α subunit of a neuronal acetylcholine receptor expressed in both the peripheral and cental nervous system. In this paper we report the isolation of a cDNA encoding the α subunit of a second acetylcholine receptor expressed in the central nervous system. Thus it is clear that there is a family of genes coding for proteins with sequence and structural homology to the α subunit of the muscle nicotinic acetylcholine receptor. Members of this gene family are expressed in different regions of the central nervous system and, presumably, code for subtypes of the nicotinic acetylcholine receptor. © 1987.",,Goldman D.; Deneris E.; Luyten W.; Kochhar A.; Patrick J.; Heinemann S.,53.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1987
11212,SCOPUS_ID:62549155321,19303852,Specific Recognition of Linear Ubiquitin Chains by NEMO Is Important for NF-κB Activation,Cell,136.0,1098-1109,2009-03-20,Article,561,"Activation of nuclear factor-κB (NF-κB), a key mediator of inducible transcription in immunity, requires binding of NF-κB essential modulator (NEMO) to ubiquitinated substrates. Here, we report that the UBAN (ubiquitin binding in ABIN and NEMO) motif of NEMO selectively binds linear (head-to-tail) ubiquitin chains. Crystal structures of the UBAN motif revealed a parallel coiled-coil dimer that formed a heterotetrameric complex with two linear diubiquitin molecules. The UBAN dimer contacted all four ubiquitin moieties, and the integrity of each binding site was required for efficient NF-κB activation. Binding occurred via a surface on the proximal ubiquitin moiety and the canonical Ile44 surface on the distal one, thereby providing specificity for linear chain recognition. Residues of NEMO involved in binding linear ubiquitin chains are required for NF-κB activation by TNF-α and other agonists, providing an explanation for the detrimental effect of NEMO mutations in patients suffering from X-linked ectodermal dysplasia and immunodeficiency. © 2009 Elsevier Inc. All rights reserved.",PROTEINS; SIGNALING,Rahighi S.; Ikeda F.; Kawasaki M.; Akutsu M.; Suzuki N.; Kato R.; Kensche T.; Uejima T.; Bloor S.; Komander D.; Randow F.; Wakatsuki S.; Dikic I.,35.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009
10740,SCOPUS_ID:54549106766,18984165,Neurofibromin Regulation of ERK Signaling Modulates GABA Release and Learning,Cell,135.0,549-560,2008-10-31,Article,319,"We uncovered a role for ERK signaling in GABA release, long-term potentiation (LTP), and learning, and show that disruption of this mechanism accounts for the learning deficits in a mouse model for learning disabilities in neurofibromatosis type I (NF1). Our results demonstrate that neurofibromin modulates ERK/synapsin I-dependent GABA release, which in turn modulates hippocampal LTP and learning. An Nf1 heterozygous null mutation, which results in enhanced ERK and synapsin I phosphorylation, increased GABA release in the hippocampus, and this was reversed by pharmacological downregulation of ERK signaling. Importantly, the learning deficits associated with the Nf1 mutation were rescued by a subthreshold dose of a GABAA antagonist. Accordingly, Cre deletions of Nf1 showed that only those deletions involving inhibitory neurons caused hippocampal inhibition, LTP, and learning abnormalities. Importantly, our results also revealed lasting increases in GABA release triggered by learning, indicating that the mechanisms uncovered here are of general importance for learning. © 2008 Elsevier Inc. All rights reserved.",MOLNEURO,Cui Y.; Costa R.M.; Murphy G.G.; Elgersma Y.; Zhu Y.; Gutmann D.H.; Parada L.F.; Mody I.; Silva A.J.,43.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008
14328,SCOPUS_ID:85044983675,29656892,Cancer-Germline Antigen Expression Discriminates Clinical Outcome to CTLA-4 Blockade,Cell,173.0,624-633.e8,2018-04-19,Article,75,"© 2018 Elsevier Inc.CTLA-4 immune checkpoint blockade is clinically effective in a subset of patients with metastatic melanoma. We identify a subcluster of MAGE-A cancer-germline antigens, located within a narrow 75 kb region of chromosome Xq28, that predicts resistance uniquely to blockade of CTLA-4, but not PD-1. We validate this gene expression signature in an independent anti-CTLA-4-treated cohort and show its specificity to the CTLA-4 pathway with two independent anti-PD-1-treated cohorts. Autophagy, a process critical for optimal anti-cancer immunity, has previously been shown to be suppressed by the MAGE-TRIM28 ubiquitin ligase in vitro. We now show that the expression of the key autophagosome component LC3B and other activators of autophagy are negatively associated with MAGE-A protein levels in human melanomas, including samples from patients with resistance to CTLA-4 blockade. Our findings implicate autophagy suppression in resistance to CTLA-4 blockade in melanoma, suggesting exploitation of autophagy induction for potential therapeutic synergy with CTLA-4 inhibitors. Increased expression of a subcluster of MAGE-A cancer-germline antigens predicts resistance specific to CTLA-4, but not PD-1, blockade, and its association with autophagy suppression implicates the role of autophagy in regulating primary resistance to anti-CTLA-4 therapy in melanoma patients.",autophagy; cancer-germline antigen; checkpoint blockade; CTLA-4; immunogenomics; immunotherapy; ipilimumab; MAGE-A; melanoma; PD-1,Shukla S.A.; Bachireddy P.; Schilling B.; Galonska C.; Zhan Q.; Bango C.; Langer R.; Lee P.C.; Gusenleitner D.; Keskin D.B.; Babadi M.; Mohammad A.; Gnirke A.; Clement K.; Cartun Z.J.; Van Allen E.M.; Miao D.; Huang Y.; Snyder A.; Merghoub T.; Wolchok J.D.; Garraway L.A.; Meissner A.; Weber J.S.; Hacohen N.; Neuberg D.; Potts P.R.; Murphy G.F.; Lian C.G.; Schadendorf D.; Hodi F.S.; Wu C.J.,49.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
11361,SCOPUS_ID:75749140581,20144762,RIG-I Detects Viral Genomic RNA during Negative-Strand RNA Virus Infection,Cell,140.0,397-408,2010-02-05,Article,443,"RIG-I is a key mediator of antiviral immunity, able to couple detection of infection by RNA viruses to the induction of interferons. Natural RIG-I stimulatory RNAs have variously been proposed to correspond to virus genomes, virus replication intermediates, viral transcripts, or self-RNA cleaved by RNase L. However, the relative contribution of each of these RNA species to RIG-I activation and interferon induction in virus-infected cells is not known. Here, we use three approaches to identify physiological RIG-I agonists in cells infected with influenza A virus or Sendai virus. We show that RIG-I agonists are exclusively generated by the process of virus replication and correspond to full-length virus genomes. Therefore, nongenomic viral transcripts, short replication intermediates, and cleaved self-RNA do not contribute substantially to interferon induction in cells infected with these negative strand RNA viruses. Rather, single-stranded RNA viral genomes bearing 5′-triphosphates constitute the natural RIG-I agonists that trigger cell-intrinsic innate immune responses during infection. © 2010 Elsevier Inc. All rights reserved.",MOLIMMUNO; RNA,Rehwinkel J.; Tan C.P.; Goubau D.; Schulz O.; Pichlmair A.; Bier K.; Robb N.; Vreede F.; Barclay W.; Fodor E.; Reis e Sousa C.,49.0,2412956.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2010
11930,SCOPUS_ID:84865688581,22939619,Single-stranded RNAs use RNAi to potently and allele-selectively inhibit mutant huntingtin expression,Cell,150.0,895-908,2012-08-31,Article,213,"Mutant huntingtin (HTT) protein causes Huntington disease (HD), an incurable neurological disorder. Silencing mutant HTT using nucleic acids would eliminate the root cause of HD. Developing nucleic acid drugs is challenging, and an ideal clinical approach to gene silencing would combine the simplicity of single-stranded antisense oligonucleotides with the efficiency of RNAi. Here, we describe RNAi by single-stranded siRNAs (ss-siRNAs). ss-siRNAs are potent (>100-fold more than unmodified RNA) and allele-selective (>30-fold) inhibitors of mutant HTT expression in cells derived from HD patients. Strategic placement of mismatched bases mimics micro-RNA recognition and optimizes discrimination between mutant and wild-type alleles. ss-siRNAs require Argonaute protein and function through the RNAi pathway. Intraventricular infusion of ss-siRNA produced selective silencing of the mutant HTT allele throughout the brain in a mouse HD model. These data demonstrate that chemically modified ss-siRNAs function through the RNAi pathway and provide allele-selective compounds for clinical development. © 2012 Elsevier Inc.",,Yu D.; Pendergraff H.; Liu J.; Kordasiewicz H.B.; Cleveland D.W.; Swayze E.E.; Lima W.F.; Crooke S.T.; Prakash T.P.; Corey D.R.,54.0,717965489.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012
14960,SCOPUS_ID:85090490496,32846156,Optical Mapping of cAMP Signaling at the Nanometer Scale,Cell,182.0,1519-1530.e17,2020-09-17,Article,57,"© 2020 Elsevier Inc.Cells relay a plethora of extracellular signals to specific cellular responses by using only a few second messengers, such as cAMP. To explain signaling specificity, cAMP-degrading phosphodiesterases (PDEs) have been suggested to confine cAMP to distinct cellular compartments. However, measured rates of fast cAMP diffusion and slow PDE activity render cAMP compartmentalization essentially impossible. Using fluorescence spectroscopy, we show that, contrary to earlier data, cAMP at physiological concentrations is predominantly bound to cAMP binding sites and, thus, immobile. Binding and unbinding results in largely reduced cAMP dynamics, which we term “buffered diffusion.” With a large fraction of cAMP being buffered, PDEs can create nanometer-size domains of low cAMP concentrations. Using FRET-cAMP nanorulers, we directly map cAMP gradients at the nanoscale around PDE molecules and the areas of resulting downstream activation of cAMP-dependent protein kinase (PKA). Our study reveals that spatiotemporal cAMP signaling is under precise control of nanometer-size domains shaped by PDEs that gate activation of downstream effectors. © 2020 Elsevier Inc.Mapping cAMP dynamics and concentrations in live cells reveals how maintaining low levels of free second messengers enables formation of nanometer-sized signaling compartments.",buffered diffusion; cell signaling; compartmentation; cyclic AMP; fluorescence fluctuation spectroscopy; FRET biosensors; G protein-coupled receptors; nanodomains; phosphodiesterase; protein kinase A4,Bock A.; Annibale P.; Konrad C.; Hannawacker A.; Anton S.E.; Maiellaro I.; Zabel U.; Sivaramakrishnan S.; Falcke M.; Lohse M.J.,51.0,738546012.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2020
